analyst_id,organization_id,name,role,team,experience_years,shift,status,joined_at
AN14858,ORG00571,Rahul Patel 14858,SOC Engineer,Threat Detection,11,Morning,Active,2022-10-28
AN14859,ORG00522,Rahul Sharma 14859,L1 Analyst,Threat Hunting,8,Morning,On Leave,2025-05-25
AN14860,ORG00979,Riya Singh 14860,L3 Analyst,Incident Response,12,Evening,Active,2025-04-05
AN14861,ORG00935,Simran Sharma 14861,L2 Analyst,Monitoring,11,Morning,Active,2026-01-31
AN14862,ORG00495,Rahul Kumar 14862,L1 Analyst,Incident Response,9,Evening,Active,2024-09-09
AN14863,ORG00851,Priya Das 14863,L3 Analyst,Threat Detection,12,Morning,Active,2022-07-17
AN14864,ORG00792,Simran Das 14864,SOC Engineer,Threat Detection,7,Evening,Active,2022-03-06
AN14865,ORG00509,Ananya Kumar 14865,L3 Analyst,Threat Detection,7,Night,Active,2023-03-31
AN14866,ORG00375,Simran Joshi 14866,SOC Engineer,Monitoring,8,Night,Active,2024-02-20
AN14867,ORG00573,Aman Gupta 14867,SOC Engineer,Threat Detection,11,Night,Active,2023-08-17
AN14868,ORG00312,Rahul Sharma 14868,SOC Engineer,Threat Detection,8,Night,On Leave,2025-10-20
AN14869,ORG00580,Riya Sharma 14869,SOC Engineer,Monitoring,10,Night,On Leave,2023-04-22
AN14870,ORG00311,Rahul Verma 14870,L2 Analyst,Threat Hunting,5,Evening,Active,2023-10-03
AN14871,ORG00041,Ananya Verma 14871,L1 Analyst,Incident Response,9,Night,On Leave,2024-11-25
AN14872,ORG00828,Riya Kumar 14872,SOC Engineer,Incident Response,10,Evening,Active,2026-01-30
AN14873,ORG00001,Simran Gupta 14873,L1 Analyst,Threat Hunting,2,Night,Active,2025-06-22
AN14874,ORG00217,Aman Mehta 14874,SOC Engineer,Threat Hunting,9,Evening,Active,2022-10-04
AN14875,ORG00483,Arjun Verma 14875,L2 Analyst,Monitoring,5,Night,Active,2023-04-10
AN14876,ORG00278,Neha Patel 14876,SOC Engineer,Threat Hunting,5,Morning,Active,2025-10-01
AN14877,ORG00122,Ananya Verma 14877,SOC Engineer,Threat Detection,1,Evening,Active,2024-07-23
AN14878,ORG00661,Simran Gupta 14878,L1 Analyst,Monitoring,9,Morning,Active,2022-08-14
AN14879,ORG00069,Vikram Sharma 14879,SOC Engineer,Incident Response,3,Evening,Active,2022-09-09
AN14880,ORG00524,Rahul Mehta 14880,SOC Engineer,Incident Response,7,Night,Active,2023-09-27
AN14881,ORG00190,Rahul Malhotra 14881,L2 Analyst,Threat Hunting,6,Evening,Active,2023-07-29
AN14882,ORG00622,Simran Gupta 14882,L2 Analyst,Monitoring,7,Evening,Active,2022-08-23
AN14883,ORG00265,Neha Gupta 14883,L3 Analyst,Threat Detection,9,Evening,Active,2022-10-21
AN14884,ORG00445,Ananya Sharma 14884,L2 Analyst,Threat Hunting,5,Night,Active,2022-01-25
AN14885,ORG00368,Vikram Mehta 14885,L3 Analyst,Monitoring,10,Morning,Active,2022-08-25
AN14886,ORG00352,Karan Joshi 14886,L2 Analyst,Threat Detection,3,Night,Active,2022-12-24
AN14887,ORG00371,Simran Verma 14887,SOC Engineer,Monitoring,7,Morning,Active,2025-03-04
AN14888,ORG00083,Arjun Gupta 14888,L1 Analyst,Threat Hunting,12,Morning,Active,2023-11-12
AN14889,ORG00149,Priya Patel 14889,L3 Analyst,Monitoring,10,Evening,Active,2023-03-20
AN14890,ORG00721,Simran Das 14890,L2 Analyst,Monitoring,1,Night,Active,2025-04-29
AN14891,ORG00337,Riya Patel 14891,L3 Analyst,Incident Response,5,Night,Active,2022-04-22
AN14892,ORG00633,Priya Joshi 14892,L1 Analyst,Threat Detection,1,Morning,Active,2024-08-28
AN14893,ORG00957,Arjun Malhotra 14893,L2 Analyst,Monitoring,3,Evening,Active,2024-09-12
AN14894,ORG00365,Neha Mehta 14894,SOC Engineer,Monitoring,2,Night,Active,2024-07-16
AN14895,ORG00968,Ananya Patel 14895,L2 Analyst,Threat Detection,1,Morning,Active,2022-04-07
AN14896,ORG00319,Arjun Das 14896,L2 Analyst,Threat Hunting,11,Morning,Active,2022-05-09
AN14897,ORG00425,Priya Verma 14897,SOC Engineer,Monitoring,10,Evening,On Leave,2023-11-16
AN14898,ORG00909,Aman Mehta 14898,L3 Analyst,Incident Response,9,Morning,Active,2024-09-11
AN14899,ORG00598,Karan Mehta 14899,SOC Engineer,Monitoring,2,Evening,Active,2022-05-21
AN14900,ORG00234,Rahul Malhotra 14900,L2 Analyst,Threat Detection,9,Morning,Active,2023-10-01
AN14901,ORG00743,Ananya Malhotra 14901,SOC Engineer,Incident Response,7,Evening,Active,2022-07-22
AN14902,ORG00238,Priya Das 14902,L3 Analyst,Threat Detection,10,Night,Active,2022-03-04
AN14903,ORG00344,Riya Das 14903,L2 Analyst,Incident Response,10,Morning,Active,2022-01-10
AN14904,ORG00946,Ananya Mehta 14904,L2 Analyst,Incident Response,10,Morning,Active,2025-06-07
AN14905,ORG00352,Riya Singh 14905,L1 Analyst,Threat Detection,3,Evening,Active,2026-01-12
AN14906,ORG00214,Riya Kumar 14906,L1 Analyst,Threat Hunting,9,Morning,Active,2022-06-12
AN14907,ORG00580,Priya Malhotra 14907,L3 Analyst,Threat Hunting,8,Evening,Active,2023-02-10
AN14908,ORG00698,Vikram Das 14908,L1 Analyst,Monitoring,4,Evening,Active,2022-05-02
AN14909,ORG00607,Ananya Mehta 14909,L2 Analyst,Incident Response,9,Night,Active,2023-12-19
AN14910,ORG00692,Simran Patel 14910,L1 Analyst,Monitoring,11,Night,Active,2023-01-25
AN14911,ORG00876,Ananya Verma 14911,L1 Analyst,Threat Hunting,12,Night,Active,2023-04-09
AN14912,ORG00126,Karan Sharma 14912,L1 Analyst,Incident Response,2,Night,Active,2024-11-25
AN14913,ORG00057,Aman Verma 14913,L3 Analyst,Threat Hunting,2,Evening,Active,2022-09-21
AN14914,ORG00809,Rahul Patel 14914,L2 Analyst,Threat Detection,3,Night,Active,2024-09-13
AN14915,ORG00150,Ananya Gupta 14915,L1 Analyst,Threat Hunting,10,Evening,Active,2023-01-27
AN14916,ORG00767,Rahul Verma 14916,SOC Engineer,Threat Hunting,6,Night,Active,2022-03-14
AN14917,ORG00069,Karan Das 14917,L1 Analyst,Threat Hunting,7,Morning,Active,2022-11-08
AN14918,ORG00298,Ananya Singh 14918,L2 Analyst,Monitoring,3,Evening,Active,2022-03-29
AN14919,ORG00670,Aman Das 14919,L1 Analyst,Threat Detection,8,Morning,Active,2025-10-13
AN14920,ORG00013,Neha Joshi 14920,L2 Analyst,Threat Detection,12,Morning,Active,2024-03-29
AN14921,ORG00631,Arjun Singh 14921,L3 Analyst,Threat Hunting,7,Morning,Active,2025-07-03
AN14922,ORG00328,Karan Verma 14922,SOC Engineer,Incident Response,8,Evening,Active,2025-02-03
AN14923,ORG00607,Arjun Verma 14923,L1 Analyst,Threat Detection,12,Evening,Active,2023-12-08
AN14924,ORG00073,Aman Sharma 14924,L1 Analyst,Threat Hunting,4,Evening,Active,2023-03-27
AN14925,ORG00357,Arjun Patel 14925,L1 Analyst,Threat Hunting,9,Evening,Active,2025-09-30
AN14926,ORG00109,Rahul Verma 14926,L2 Analyst,Threat Hunting,9,Morning,Active,2026-01-20
AN14927,ORG00771,Vikram Singh 14927,SOC Engineer,Threat Hunting,2,Night,On Leave,2024-06-17
AN14928,ORG00555,Neha Verma 14928,SOC Engineer,Monitoring,12,Evening,Active,2023-01-23
AN14929,ORG00336,Vikram Sharma 14929,L1 Analyst,Incident Response,5,Night,On Leave,2023-04-05
AN14930,ORG00165,Priya Verma 14930,L1 Analyst,Threat Detection,3,Night,Active,2022-12-06
AN14931,ORG00128,Vikram Mehta 14931,SOC Engineer,Threat Detection,7,Night,Active,2024-02-03
AN14932,ORG00615,Neha Singh 14932,L2 Analyst,Threat Detection,12,Evening,Active,2023-03-03
AN14933,ORG00908,Riya Gupta 14933,SOC Engineer,Threat Hunting,3,Evening,Active,2024-08-18
AN14934,ORG00766,Vikram Das 14934,L2 Analyst,Threat Hunting,7,Morning,Active,2022-01-21
AN14935,ORG00271,Rahul Verma 14935,L1 Analyst,Threat Hunting,12,Morning,Active,2025-01-10
AN14936,ORG00656,Arjun Sharma 14936,L2 Analyst,Incident Response,7,Morning,Active,2023-03-06
AN14937,ORG00274,Ananya Joshi 14937,SOC Engineer,Monitoring,12,Morning,Active,2024-06-11
AN14938,ORG00913,Karan Mehta 14938,L2 Analyst,Incident Response,3,Evening,Active,2023-04-28
AN14939,ORG00241,Karan Verma 14939,L3 Analyst,Monitoring,11,Morning,Active,2024-10-21
AN14940,ORG00367,Riya Joshi 14940,SOC Engineer,Incident Response,4,Evening,On Leave,2025-08-13
AN14941,ORG00432,Ananya Mehta 14941,L3 Analyst,Monitoring,9,Night,Inactive,2023-08-27
AN14942,ORG00682,Ananya Gupta 14942,L3 Analyst,Threat Detection,5,Morning,Inactive,2022-02-15
AN14943,ORG00997,Arjun Kumar 14943,L1 Analyst,Monitoring,10,Night,Active,2023-04-08
AN14944,ORG00380,Rahul Singh 14944,L2 Analyst,Threat Hunting,12,Evening,Active,2025-10-02
AN14945,ORG00289,Aman Mehta 14945,L1 Analyst,Threat Detection,7,Morning,Active,2022-02-09
AN14946,ORG00930,Vikram Verma 14946,L3 Analyst,Incident Response,8,Night,Active,2025-01-31
AN14947,ORG00959,Riya Singh 14947,L3 Analyst,Threat Hunting,1,Morning,Active,2024-04-03
AN14948,ORG00676,Arjun Kumar 14948,SOC Engineer,Monitoring,7,Morning,Active,2025-12-26
AN14949,ORG00567,Karan Malhotra 14949,L1 Analyst,Monitoring,4,Evening,Inactive,2023-04-13
AN14950,ORG00728,Priya Das 14950,L1 Analyst,Incident Response,4,Evening,Active,2025-09-15
AN14951,ORG00263,Vikram Kumar 14951,L1 Analyst,Threat Detection,1,Morning,Active,2023-09-01
AN14952,ORG00579,Priya Malhotra 14952,L1 Analyst,Threat Detection,7,Evening,Active,2022-07-21
AN14953,ORG00917,Vikram Kumar 14953,L3 Analyst,Incident Response,3,Night,Active,2023-12-18
AN14954,ORG00326,Priya Kumar 14954,L3 Analyst,Threat Detection,3,Night,Active,2025-12-08
AN14955,ORG00804,Neha Sharma 14955,L1 Analyst,Monitoring,3,Evening,Active,2022-10-20
AN14956,ORG00829,Rahul Gupta 14956,L1 Analyst,Incident Response,1,Evening,Active,2024-03-12
AN14957,ORG00295,Rahul Malhotra 14957,L3 Analyst,Threat Detection,7,Night,Active,2022-03-19
AN14958,ORG00559,Arjun Gupta 14958,L3 Analyst,Monitoring,10,Evening,Active,2024-02-04
AN14959,ORG00082,Neha Verma 14959,L3 Analyst,Threat Hunting,12,Night,Active,2024-01-11
AN14960,ORG00488,Karan Sharma 14960,SOC Engineer,Incident Response,2,Night,Active,2022-03-01
AN14961,ORG00992,Ananya Singh 14961,L2 Analyst,Threat Detection,12,Evening,Active,2022-09-21
AN14962,ORG00515,Neha Verma 14962,L2 Analyst,Threat Detection,5,Night,Active,2023-02-28
AN14963,ORG00482,Simran Verma 14963,SOC Engineer,Incident Response,4,Morning,Active,2025-01-12
AN14964,ORG00253,Arjun Das 14964,SOC Engineer,Threat Hunting,8,Evening,Active,2025-10-16
AN14965,ORG00864,Riya Sharma 14965,SOC Engineer,Threat Detection,5,Night,Active,2024-04-01
AN14966,ORG00508,Vikram Verma 14966,SOC Engineer,Threat Hunting,1,Night,Inactive,2024-09-11
AN14967,ORG00405,Neha Kumar 14967,L2 Analyst,Threat Detection,7,Night,Active,2023-12-11
AN14968,ORG00698,Ananya Sharma 14968,L3 Analyst,Monitoring,11,Night,Active,2023-07-06
AN14969,ORG00605,Arjun Sharma 14969,L3 Analyst,Incident Response,9,Evening,Active,2025-11-29
AN14970,ORG00304,Aman Kumar 14970,L2 Analyst,Threat Hunting,4,Morning,Active,2023-07-02
AN14971,ORG00859,Rahul Sharma 14971,L3 Analyst,Threat Detection,5,Morning,Active,2022-07-26
AN14972,ORG00721,Neha Verma 14972,L2 Analyst,Monitoring,7,Night,Active,2022-04-06
AN14973,ORG00978,Rahul Patel 14973,SOC Engineer,Threat Detection,7,Night,Active,2023-11-28
AN14974,ORG00180,Rahul Verma 14974,SOC Engineer,Threat Hunting,10,Morning,Active,2022-01-28
AN14975,ORG00791,Rahul Malhotra 14975,L1 Analyst,Incident Response,11,Evening,Active,2023-06-11
AN14976,ORG00750,Riya Verma 14976,L3 Analyst,Threat Hunting,10,Night,Active,2022-09-05
AN14977,ORG00640,Rahul Kumar 14977,L1 Analyst,Threat Hunting,12,Evening,Active,2024-12-17
AN14978,ORG00670,Vikram Joshi 14978,SOC Engineer,Threat Hunting,5,Morning,Active,2024-08-31
AN14979,ORG00954,Simran Patel 14979,L1 Analyst,Threat Hunting,1,Morning,Active,2025-05-20
AN14980,ORG00841,Neha Joshi 14980,L3 Analyst,Monitoring,2,Evening,Active,2024-03-07
AN14981,ORG00966,Rahul Verma 14981,L2 Analyst,Threat Hunting,8,Night,Active,2026-01-27
AN14982,ORG00840,Karan Sharma 14982,L1 Analyst,Threat Hunting,5,Evening,Active,2022-07-22
AN14983,ORG00862,Neha Gupta 14983,L1 Analyst,Threat Detection,12,Morning,Active,2025-11-16
AN14984,ORG00464,Arjun Joshi 14984,L3 Analyst,Incident Response,3,Morning,Active,2023-08-11
AN14985,ORG00076,Karan Kumar 14985,SOC Engineer,Threat Hunting,9,Evening,Active,2022-12-19
AN14986,ORG00081,Priya Patel 14986,L3 Analyst,Incident Response,10,Morning,Active,2023-10-15
AN14987,ORG00631,Karan Malhotra 14987,L1 Analyst,Threat Hunting,7,Night,Active,2023-09-30
AN14988,ORG00244,Aman Kumar 14988,L1 Analyst,Threat Detection,11,Night,Active,2023-05-01
AN14989,ORG00516,Ananya Das 14989,SOC Engineer,Incident Response,8,Night,Active,2023-04-21
AN14990,ORG00781,Vikram Patel 14990,L3 Analyst,Monitoring,12,Evening,Active,2023-09-30
AN14991,ORG00476,Ananya Sharma 14991,L2 Analyst,Threat Hunting,3,Evening,Active,2025-06-07
AN14992,ORG00692,Karan Singh 14992,L2 Analyst,Threat Hunting,10,Morning,Active,2023-03-14
AN14993,ORG00223,Karan Gupta 14993,SOC Engineer,Incident Response,12,Night,Active,2025-11-18
AN14994,ORG00968,Aman Gupta 14994,L3 Analyst,Incident Response,4,Night,Active,2023-07-05
AN14995,ORG00730,Simran Sharma 14995,L3 Analyst,Monitoring,8,Night,Active,2024-02-29
AN14996,ORG00778,Ananya Das 14996,L2 Analyst,Threat Hunting,4,Morning,Active,2024-11-04
AN14997,ORG00859,Ananya Verma 14997,L3 Analyst,Threat Hunting,1,Evening,Active,2024-03-08
AN14998,ORG00915,Ananya Sharma 14998,SOC Engineer,Threat Detection,1,Evening,Active,2024-12-03
AN14999,ORG00120,Neha Sharma 14999,SOC Engineer,Threat Hunting,5,Evening,Active,2025-11-01
AN15000,ORG00069,Simran Singh 15000,SOC Engineer,Incident Response,7,Evening,Active,2025-01-21
AN15001,ORG00330,Ananya Verma 15001,SOC Engineer,Incident Response,3,Night,Active,2023-03-29
AN15002,ORG00491,Arjun Patel 15002,L1 Analyst,Incident Response,9,Evening,Active,2023-06-30
AN15003,ORG00300,Simran Gupta 15003,SOC Engineer,Threat Detection,9,Evening,Active,2026-02-08
AN15004,ORG00112,Riya Joshi 15004,L2 Analyst,Monitoring,2,Evening,Active,2022-05-08
AN15005,ORG00521,Priya Gupta 15005,L1 Analyst,Threat Hunting,9,Evening,Active,2024-06-03
AN15006,ORG00346,Ananya Malhotra 15006,SOC Engineer,Incident Response,7,Night,Active,2024-12-28
AN15007,ORG00397,Simran Patel 15007,L2 Analyst,Incident Response,9,Morning,Active,2025-11-20
AN15008,ORG00552,Rahul Das 15008,L2 Analyst,Incident Response,3,Morning,Active,2023-10-29
AN15009,ORG00792,Riya Sharma 15009,L2 Analyst,Incident Response,1,Night,Active,2022-01-23
AN15010,ORG00644,Arjun Sharma 15010,L2 Analyst,Threat Detection,5,Morning,Active,2025-12-21
AN15011,ORG00607,Simran Das 15011,SOC Engineer,Threat Hunting,8,Morning,Active,2025-10-28
AN15012,ORG01000,Aman Sharma 15012,L3 Analyst,Threat Hunting,9,Evening,Active,2022-08-28
AN15013,ORG00010,Karan Verma 15013,L3 Analyst,Threat Hunting,4,Night,Active,2023-03-04
AN15014,ORG00160,Ananya Joshi 15014,L2 Analyst,Threat Detection,4,Morning,Active,2024-05-16
AN15015,ORG00799,Arjun Joshi 15015,L3 Analyst,Threat Detection,9,Evening,Active,2022-03-27
AN15016,ORG00316,Rahul Patel 15016,L2 Analyst,Threat Hunting,1,Morning,Active,2025-11-13
AN15017,ORG00693,Simran Das 15017,SOC Engineer,Threat Hunting,6,Morning,Active,2022-05-16
AN15018,ORG00900,Riya Sharma 15018,L3 Analyst,Monitoring,9,Morning,Active,2022-08-06
AN15019,ORG00063,Rahul Singh 15019,SOC Engineer,Incident Response,5,Evening,Active,2025-11-15
AN15020,ORG00404,Aman Verma 15020,L2 Analyst,Incident Response,9,Morning,Active,2024-01-19
AN15021,ORG00933,Vikram Singh 15021,SOC Engineer,Threat Detection,9,Night,Active,2025-04-27
AN15022,ORG00089,Karan Mehta 15022,SOC Engineer,Threat Detection,4,Evening,Active,2022-05-12
AN15023,ORG00868,Priya Mehta 15023,L2 Analyst,Monitoring,2,Night,Active,2024-08-12
AN15024,ORG00974,Rahul Kumar 15024,L2 Analyst,Threat Hunting,2,Night,Active,2023-04-28
AN15025,ORG00075,Riya Malhotra 15025,SOC Engineer,Incident Response,12,Morning,Active,2025-05-17
AN15026,ORG00521,Arjun Singh 15026,L1 Analyst,Monitoring,11,Night,Active,2023-11-18
AN15027,ORG00511,Vikram Malhotra 15027,L2 Analyst,Threat Detection,12,Morning,Active,2025-04-26
AN15028,ORG00006,Karan Joshi 15028,L3 Analyst,Threat Hunting,6,Evening,Active,2024-08-26
AN15029,ORG00555,Aman Verma 15029,L2 Analyst,Threat Hunting,3,Morning,Active,2023-07-02
AN15030,ORG00546,Rahul Das 15030,L2 Analyst,Threat Detection,9,Evening,Active,2024-02-23
AN15031,ORG00141,Priya Malhotra 15031,SOC Engineer,Incident Response,3,Night,Active,2022-12-21
AN15032,ORG00998,Vikram Malhotra 15032,L2 Analyst,Threat Detection,12,Morning,Active,2022-11-30
AN15033,ORG00472,Simran Sharma 15033,L1 Analyst,Threat Hunting,3,Evening,Active,2024-10-12
AN15034,ORG00369,Rahul Singh 15034,L3 Analyst,Monitoring,11,Evening,Active,2024-03-11
AN15035,ORG00173,Vikram Verma 15035,L1 Analyst,Monitoring,10,Night,Active,2022-05-11
AN15036,ORG00682,Neha Gupta 15036,SOC Engineer,Incident Response,8,Night,On Leave,2025-03-04
AN15037,ORG00905,Karan Gupta 15037,L2 Analyst,Monitoring,3,Evening,Active,2025-10-21
AN15038,ORG00196,Arjun Sharma 15038,L2 Analyst,Incident Response,8,Evening,Active,2023-06-09
AN15039,ORG00666,Karan Patel 15039,SOC Engineer,Threat Hunting,7,Night,Active,2022-08-17
AN15040,ORG00902,Vikram Gupta 15040,L3 Analyst,Threat Detection,4,Morning,Active,2025-09-21
AN15041,ORG00102,Neha Das 15041,L2 Analyst,Incident Response,1,Evening,Active,2025-02-02
AN15042,ORG00488,Priya Joshi 15042,L1 Analyst,Monitoring,6,Morning,Active,2025-07-27
AN15043,ORG00565,Aman Gupta 15043,L1 Analyst,Monitoring,9,Night,Active,2024-05-30
AN15044,ORG00016,Karan Gupta 15044,L3 Analyst,Monitoring,2,Night,Active,2023-10-17
AN15045,ORG00925,Neha Joshi 15045,L1 Analyst,Threat Detection,3,Morning,Active,2025-05-01
AN15046,ORG00801,Ananya Sharma 15046,SOC Engineer,Threat Detection,1,Morning,Active,2022-04-05
AN15047,ORG00886,Aman Mehta 15047,L2 Analyst,Monitoring,6,Evening,Active,2023-10-11
AN15048,ORG00261,Vikram Malhotra 15048,L2 Analyst,Monitoring,4,Night,Active,2024-01-12
AN15049,ORG00600,Simran Gupta 15049,SOC Engineer,Threat Hunting,3,Morning,Active,2024-02-06
AN15050,ORG00252,Vikram Verma 15050,L2 Analyst,Threat Detection,9,Evening,Active,2022-05-02
AN15051,ORG00217,Priya Patel 15051,SOC Engineer,Threat Hunting,3,Morning,Inactive,2024-09-14
AN15052,ORG00638,Karan Malhotra 15052,L2 Analyst,Threat Hunting,1,Morning,Active,2025-06-27
AN15053,ORG00062,Neha Patel 15053,L1 Analyst,Threat Detection,3,Morning,Active,2025-09-28
AN15054,ORG00963,Neha Kumar 15054,L3 Analyst,Threat Hunting,10,Evening,Active,2024-11-26
AN15055,ORG00823,Simran Malhotra 15055,L2 Analyst,Monitoring,12,Evening,Active,2023-10-21
AN15056,ORG00241,Neha Singh 15056,L1 Analyst,Threat Detection,10,Morning,Active,2024-01-03
AN15057,ORG00340,Arjun Malhotra 15057,L1 Analyst,Threat Hunting,10,Morning,Active,2024-03-01
AN15058,ORG00643,Vikram Gupta 15058,SOC Engineer,Threat Detection,12,Night,Active,2025-11-09
AN15059,ORG00035,Karan Singh 15059,L1 Analyst,Threat Detection,8,Morning,Active,2023-08-20
AN15060,ORG00931,Riya Gupta 15060,SOC Engineer,Incident Response,3,Night,Active,2025-01-09
AN15061,ORG00019,Neha Verma 15061,L1 Analyst,Incident Response,11,Evening,Active,2024-01-27
AN15062,ORG00448,Arjun Joshi 15062,L2 Analyst,Threat Detection,3,Evening,Active,2025-03-26
AN15063,ORG00444,Karan Patel 15063,L2 Analyst,Threat Detection,7,Night,Active,2023-04-22
AN15064,ORG00326,Rahul Gupta 15064,L1 Analyst,Monitoring,9,Evening,Active,2024-09-12
AN15065,ORG00756,Priya Singh 15065,L3 Analyst,Threat Detection,3,Night,Active,2022-06-01
AN15066,ORG00806,Simran Patel 15066,SOC Engineer,Threat Hunting,10,Morning,Active,2023-04-10
AN15067,ORG00502,Aman Singh 15067,L3 Analyst,Incident Response,6,Morning,Active,2025-01-04
AN15068,ORG00087,Vikram Singh 15068,L2 Analyst,Monitoring,12,Morning,Active,2022-09-12
AN15069,ORG00763,Neha Patel 15069,L2 Analyst,Threat Hunting,5,Morning,Active,2022-08-14
AN15070,ORG00043,Rahul Verma 15070,L2 Analyst,Threat Detection,10,Night,Active,2022-01-12
AN15071,ORG00286,Rahul Malhotra 15071,SOC Engineer,Threat Detection,7,Evening,Active,2024-10-08
AN15072,ORG00120,Rahul Gupta 15072,SOC Engineer,Threat Hunting,4,Night,Active,2023-08-28
AN15073,ORG00803,Neha Sharma 15073,L3 Analyst,Threat Detection,11,Evening,Active,2025-09-18
AN15074,ORG00796,Arjun Gupta 15074,L1 Analyst,Monitoring,1,Evening,Active,2025-04-24
AN15075,ORG00219,Arjun Verma 15075,L3 Analyst,Monitoring,1,Morning,Active,2024-01-02
AN15076,ORG00560,Rahul Patel 15076,SOC Engineer,Threat Hunting,11,Morning,Active,2025-05-21
AN15077,ORG00678,Vikram Kumar 15077,L1 Analyst,Incident Response,11,Evening,Inactive,2023-01-27
AN15078,ORG00321,Rahul Patel 15078,L3 Analyst,Incident Response,2,Night,Active,2023-08-15
AN15079,ORG00254,Priya Verma 15079,L1 Analyst,Threat Hunting,2,Evening,Inactive,2022-03-27
AN15080,ORG00314,Vikram Kumar 15080,L1 Analyst,Threat Detection,12,Morning,On Leave,2023-02-05
AN15081,ORG00396,Rahul Mehta 15081,SOC Engineer,Threat Hunting,5,Night,Active,2024-03-17
AN15082,ORG00997,Aman Patel 15082,L3 Analyst,Threat Hunting,12,Evening,Active,2025-09-03
AN15083,ORG00908,Karan Patel 15083,L2 Analyst,Monitoring,5,Evening,Active,2025-05-31
AN15084,ORG00078,Rahul Verma 15084,L2 Analyst,Incident Response,1,Evening,Active,2025-05-26
AN15085,ORG00600,Arjun Sharma 15085,L1 Analyst,Threat Detection,7,Morning,Active,2024-12-02
AN15086,ORG00568,Simran Das 15086,L1 Analyst,Threat Hunting,2,Night,Active,2025-12-29
AN15087,ORG00412,Neha Sharma 15087,L3 Analyst,Threat Hunting,4,Evening,Active,2025-01-31
AN15088,ORG00107,Arjun Kumar 15088,SOC Engineer,Incident Response,4,Morning,Active,2024-04-28
AN15089,ORG00007,Arjun Patel 15089,SOC Engineer,Monitoring,1,Morning,Active,2025-04-16
AN15090,ORG00928,Priya Patel 15090,L1 Analyst,Threat Hunting,10,Evening,Active,2025-06-17
AN15091,ORG00446,Rahul Verma 15091,L3 Analyst,Incident Response,4,Morning,Active,2025-09-18
AN15092,ORG00052,Aman Patel 15092,SOC Engineer,Threat Detection,6,Morning,Active,2025-07-04
AN15093,ORG00188,Priya Gupta 15093,L1 Analyst,Incident Response,9,Morning,Active,2024-01-27
AN15094,ORG00149,Karan Kumar 15094,L1 Analyst,Monitoring,6,Night,Active,2025-10-28
AN15095,ORG00309,Riya Patel 15095,L1 Analyst,Monitoring,5,Evening,Active,2024-10-16
AN15096,ORG00316,Priya Kumar 15096,L2 Analyst,Threat Detection,11,Night,Active,2023-01-02
AN15097,ORG00674,Simran Sharma 15097,L2 Analyst,Threat Hunting,8,Evening,Active,2022-02-04
AN15098,ORG00132,Aman Verma 15098,L1 Analyst,Threat Hunting,4,Evening,Active,2023-12-23
AN15099,ORG00835,Neha Gupta 15099,L2 Analyst,Incident Response,3,Morning,Active,2022-05-07
AN15100,ORG00631,Ananya Joshi 15100,SOC Engineer,Monitoring,2,Morning,Active,2024-11-02
AN15101,ORG00409,Karan Joshi 15101,SOC Engineer,Threat Hunting,4,Night,Active,2023-01-28
AN15102,ORG00323,Aman Malhotra 15102,L1 Analyst,Incident Response,10,Morning,Active,2023-06-20
AN15103,ORG00230,Rahul Mehta 15103,SOC Engineer,Threat Detection,2,Morning,Active,2023-05-28
AN15104,ORG00402,Ananya Das 15104,L3 Analyst,Threat Detection,2,Evening,Active,2022-08-26
AN15105,ORG00834,Neha Kumar 15105,SOC Engineer,Monitoring,8,Night,Active,2023-05-17
AN15106,ORG00616,Neha Malhotra 15106,L3 Analyst,Threat Hunting,5,Night,Active,2025-05-19
AN15107,ORG00600,Simran Malhotra 15107,SOC Engineer,Incident Response,7,Night,Active,2024-06-22
AN15108,ORG00949,Rahul Mehta 15108,SOC Engineer,Incident Response,12,Night,Active,2024-08-14
AN15109,ORG00392,Rahul Patel 15109,SOC Engineer,Threat Detection,9,Morning,Active,2024-11-25
AN15110,ORG00234,Neha Mehta 15110,SOC Engineer,Threat Detection,2,Evening,Active,2024-10-09
AN15111,ORG00757,Neha Patel 15111,L3 Analyst,Threat Detection,2,Evening,Active,2022-02-13
AN15112,ORG00068,Ananya Gupta 15112,L1 Analyst,Threat Detection,11,Evening,Active,2025-12-25
AN15113,ORG00445,Neha Verma 15113,L1 Analyst,Monitoring,5,Night,Active,2023-08-25
AN15114,ORG00252,Rahul Patel 15114,L3 Analyst,Threat Detection,5,Morning,Active,2025-11-08
AN15115,ORG00312,Riya Mehta 15115,SOC Engineer,Threat Hunting,1,Night,Active,2022-12-24
AN15116,ORG00185,Riya Malhotra 15116,L3 Analyst,Threat Hunting,11,Morning,Active,2022-04-03
AN15117,ORG00413,Neha Verma 15117,L1 Analyst,Threat Hunting,1,Night,Active,2025-02-03
AN15118,ORG00729,Rahul Das 15118,L3 Analyst,Incident Response,1,Night,Active,2024-12-08
AN15119,ORG00595,Ananya Gupta 15119,SOC Engineer,Threat Hunting,2,Morning,Active,2026-02-04
AN15120,ORG00028,Rahul Verma 15120,L2 Analyst,Threat Hunting,2,Night,Active,2024-11-08
AN15121,ORG00356,Arjun Gupta 15121,L3 Analyst,Threat Detection,11,Night,Active,2022-10-06
AN15122,ORG00542,Karan Singh 15122,L3 Analyst,Monitoring,9,Evening,Active,2024-02-13
